ndb_id,name,kcal,protein,fat,carbohydrate
7000,"lasagna w/ meat & sau,frz entree",1.24,0.0663,0.0442,0.1439
7001,"burrito,bf & bean,frz",2.39,0.0726,0.0961,0.3084
7002,"burrito, bean and cheese, frozen",2.21,0.0707,0.063,0.3401
7003,"macaroni & chs,cnd,microwavable",1.34,0.0598,0.0599,0.1396
7004,"burrito,bf & bean,microwaved",2.98,0.0873,0.1194,0.3895
7005,"campbell's,spaghettios,mini bf ravioli in meat sau",0.99,0.0425,0.0174,0.166
7006,"campbell's,spaghettios,spaghetti in tomato & chs sau",0.8,0.0278,0.006,0.1587
7007,"campbell's,spaghettios,spaghettios original",0.67,0.0238,0.004,0.1389
7008,"campbell's,spaghettios,spaghettios a to z's",0.67,0.0238,0.004,0.1389
7009,"campbell's,spaghettios,spaghettios in meat sau",0.69,0.0317,0.0079,0.123
7010,"campbell's,spaghettios,spaghettios plus ca",0.67,0.0238,0.004,0.1389
7011,"campbell's,spaghettios raviolios bf ravioli in meat sau",1.06,0.0437,0.0317,0.1508
7012,"spaghettios,spaghettios w/ meatballs",0.95,0.0437,0.0278,0.127
7013,"spaghettios,spaghettios w/ sliced franks",0.87,0.0357,0.0238,0.127
7014,"campbell's,spaghettios,spaghettios a to z's w/ meatballs",0.95,0.0437,0.0278,0.127
7015,"supper bakes meal,cheesy chick w/ pasta (chick not included)",1.98,0.0706,0.0471,0.3176
7016,"supper bakes meal kits,creamy stroganoff sau w/ pasta",1.47,0.048,0.032,0.248
7017,"supper bakes meal kits,garlic chick w/ pasta",2.2,0.0976,0.0098,0.4293
7018,"supper bakes meal kits,herb chick w/ rice",1.97,0.0426,0.0106,0.4255
7019,"supper bakes meal kits,lemon chick w/ herb rice",2.1,0.0426,0.0106,0.4574
7020,"supper meal kits,savory pork chops w/ herb stuffing",1.81,0.0591,0.0118,0.3664
7021,"supper bakes meal kits,southwestern-style chick w/rice",1.89,0.0494,0.0123,0.3951
7022,"supper bakes meal,chick w/ stuffing (chick not included)",1.9,0.0594,0.0356,0.3444
7023,"swanson,chick a la king",0.71,0.047,0.0403,0.0403
7024,"swanson,chick & dumplings",0.93,0.0445,0.0405,0.0972
7025,"egg rolls,pork,refr,htd",2.22,0.0994,0.0717,0.295
7026,"egg rolls,chick,refr,htd",1.97,0.1044,0.0451,0.2854
7027,"egg rolls,veg,frz,prep",2.14,0.0595,0.0697,0.3177
7028,"lasagna,veg,frz,bkd",1.39,0.0687,0.0604,0.1418
7029,"tky,stuffing,mshd potato w/gravy,assorted veg,frz,microwave",1.28,0.0697,0.0389,0.1632
7030,"rice bowl w/ chick,frz entree,prep",1.26,0.0565,0.0156,0.2246
7031,"macaroni & chs dinner w/ dry sau mix,boxed,unckd",3.79,0.1386,0.0482,0.7012
7032,"mac & chs,dry mix,prep w/ 2% milk & 80% stk margarine dry mx",1.9,0.0489,0.0828,0.2393
7033,"hot pockets,meatballs & mozzarella stuffed sndwch,frz",2.53,0.0932,0.1047,0.3045
7034,"lean pockets,ham n cheddar",2.3,0.1028,0.0653,0.3252
7035,"lean pockets,meatballs & mozzarella",2.4,0.1049,0.077,0.3228
7036,"campbell's,spaghettios original,easy open",0.7,0.0235,0.0047,0.1455
7037,"campbell's,spaghettios,w/ meatballs -",0.87,0.0437,0.0243,0.1165
7038,"chili w/ bns,microwavable bowls",1,0.0585,0.0368,0.1088
7039,"macaroni & chs,frz entree",1.49,0.056,0.0641,0.1728
7040,potato salad w/ egg,1.57,0.0196,0.094,0.1618
7041,pulled pork in barbecue sau,1.68,0.1319,0.0442,0.1874
7042,"corn dogs,frz,prep",2.5,0.0857,0.1202,0.2696
7043,"chicken,nuggets,dk & white meat,preckd,frz,not rehtd",2.6,0.1243,0.1614,0.1632
7044,"chicken,nuggets,white meat,preckd,frz,not rehtd",2.61,0.1436,0.1542,0.1624
7045,"ravioli,chs w/ tomato sau,frz,not prep,incl reg & lt entrees",1.11,0.0452,0.0261,0.1731
7046,"lasagna w/ meat sau,frz,prep",1.35,0.0728,0.0492,0.1536
7047,"chicken tenders,breaded,frz,prep",2.4,0.1462,0.1358,0.1486
7048,"kashi black bean mango,frz,unprep",1.11,0.03,0.03,0.18
7049,"kashi,chick & chipotle bbq sau w/ mango,frz entree",1.08,0.053,0.021,0.176
7050,"kashi,chick enchilada w/ ancho sau,frz entree",1.11,0.049,0.037,0.149
7051,"kashi,steam meal,chick fettuccine,frz entree",0.99,0.062,0.027,0.14
7052,"kashi,chick florentine,frz entree",1.06,0.079,0.034,0.11
7053,"kashi,chick pasta pomodoro,frz entree",1,0.07,0.023,0.13
7054,"kashi,lemongrass cocnt chick,frz entree",1.04,0.063,0.028,0.134
7055,"kashi mayan harvest bake,frz,unprep",1.25,0.03,0.032,0.21
7056,"kashi pesto pasta primavera,frz,unprep",1.01,0.038,0.038,0.13
7057,"kashi,pilaf,7 whl grain,unprep",3.75,0.1381,0.054,0.71
7058,"kashi,red curry chick,frz entree",1.1,0.059,0.03,0.156
7059,"kashi,steam meal,rstd garlic chick farfalle,frz entree",1.03,0.055,0.032,0.146
7060,"kashi,steam meal,sesame chick,frz entree",1.1,0.061,0.035,0.157
7061,"kashi,southwest style chick,frz entree",1.09,0.057,0.018,0.174
7062,"kashi spicy black bean enchilada,frz,unprep",1.08,0.03,0.028,0.177
7063,"kashi spinach artichoke pasta,frz,unprep",1.11,0.05,0.034,0.151
7064,"kashi,swt & sour chick,frz entree",1.13,0.06,0.0113,0.19
7065,"kashi three chs penne,frz,unprep",1.26,0.057,0.04,0.168
7066,"kashi,tuscan veggie bake,frz entree",0.9,0.02,0.032,0.15
7067,"rice & vermicelli mix,chick flavor,unprep",3.58,0.1064,0.0132,0.758
7068,"rice & vermicelli mix,chick flavor,prep w/ 80% margarine",1.36,0.0265,0.0345,0.2354
7069,"beef,shldr pot rst or stk,bnls,ln & fat,0"" fat,all grds,r",1.3,0.2139,0.0497,0
7070,"beef,shrt loin,prtrhs steak,ln&fat,1/8""fat,all grds,raw",2.14,0.2049,0.1406,0
7071,"beef,shrt ln,prtrhs stk,ln & fat,1/8"" fat,all grds,ckd,grlld",2.76,0.254,0.1857,0
7072,"beef,shrt loin,prtrhs steak,ln&fat,1/8""fat,sel,raw",2.08,0.2069,0.1327,0
7073,"beef,shrt loin,prtrhs stk,l & f,1/8"" f,sel,ckd,grilled",2.63,0.2621,0.1675,0
7074,"beef,shrt loin,t-bone steak,ln&fat,1/8""fat,all grds,raw",2.23,0.2011,0.1518,0
7075,"beef,shrt ln,t-bne stek,ln & fat,1/8"" fat,all grds,ckd,grlld",2.89,0.246,0.2036,0
7076,"beef,shrt loin,t-bone steak,ln&fat,1/8""fat,sel,raw",2.15,0.2028,0.1419,0
7077,"beef,shrt loin,t-bone steak,ln & fat,1/8"" fat,sel,ckd,grlld",2.81,0.2518,0.1922,0
7078,"beef,rnd,knuckle,tip side,steak,ln & fat,0"" fat,choic,raw",1.33,0.2141,0.0466,0
7079,"bf,rnd,knuckle,tip side,steak,ln & fat,0"" fat,ch,ckd,grilled",1.74,0.2879,0.0571,0
7080,"beef,rnd,knuckle,tip side,steak,ln & fat 0"" fat,sel,raw",1.24,0.2196,0.0324,0
7081,"bf,rnd,knuckle,tip side,steak,ln & fat,0"" fat,se,ckd,grilled",1.6,0.2924,0.0391,0
7082,"bf,chk,clod,shldr tender,medallion,ln & fat,0"" fat,choic,raw",1.45,0.2051,0.0636,0
7083,"bf,chk,clod,shdr tndr,med,ln & fat,0"" fat,ch,ckd,grilled",1.81,0.2607,0.0768,0
7084,"bf,chk,clod,shldr tender,medallion,ln & fat,0"" fat,sel,raw",1.42,0.2093,0.0579,0
7085,"beef,chuck,shldr clod,top & cntr ,stk,ln & fat,0"" fat,ch,raw",1.43,0.2039,0.0612,0
7086,"bf,chk,shldr clod,top & cntr,stk,ln & fat,0"" fat,ch,ckd,grld",1.84,0.2607,0.0811,0
7087,"bf,chuck,shldr clod, top & cntr,stk,ln & fat,0"" fat,sel,raw",1.4,0.2113,0.0551,0
7088,"bf,chk, clod,top & cntr,stk,ln & fat,0"" fat,sel,ckd,grld",1.76,0.2666,0.0694,0
7089,"bf,chk,shldr clod,top blade,steak,ln & fat,0"" fat,choic,raw",1.82,0.1875,0.1133,0
7090,"bf,chk,clod,top blade,steak,ln & fat,0"" fat,ch,ckd,grilled",2.28,0.247,0.1359,0
7091,"bf,chuck,shldr clod,top blade,steak,ln & fat,0"" fat,sel,raw",1.66,0.1938,0.0922,0
7092,"bf,chk,clod,top blade,steak,ln & fat,0"" fat,sel,ckd,grilled",2.12,0.2529,0.1152,0
7093,"beef,rnd,knuckle,tip cntr,steak,ln & fat,0"" fat,choic,raw",1.5,0.2074,0.0685,0
7094,"bf,rnd,knuckle,tip cntr,stk,ln & fat,0"" fat,choic,ckd,grld",1.88,0.2688,0.0813,0
7095,"beef,rnd,knuckle,tip cntr,steak,ln & fat,0"" fat,sel,raw",1.37,0.2098,0.0521,0
7096,"bf,rnd,knuckle,tip cntr,steak,ln & fat,0"" fat,se,ckd,grilled",1.62,0.2661,0.0532,0
7097,"bf,rnd,outside rnd,bttm rnd,steak,ln & fat,0"" fat,choic,raw",1.5,0.2124,0.0659,0
7098,"bf,rnd,out rnd,bttm rnd,stk,ln & fat,0"" fat,ch,ckd,grilled",1.91,0.2722,0.083,0
7099,"beef,rnd,outside rnd,bttm rnd,steak,ln & fat,0"" fat,sel,raw",1.29,0.2215,0.0383,0
7100,"beef,rnd,out rnd,bttm rnd,stk,ln & fat,0"" fat,sel,ckd,grld",1.66,0.2801,0.0517,0
7101,"bf,chk,cld,shldr tndr,medallion,ln & fat,0"" fat,all grds,raw",1.44,0.2054,0.0622,0
7102,"bf,chk,cld,shdr tndr,med,ln & fat,0"" fat,all grds,ck,grld",1.77,0.2622,0.072,0
7103,"beef,rnd,knuckle,tip side,steak,ln & fat,0"" fat,all grds,raw",1.29,0.2169,0.04,0
7104,"bf,rnd,knuck,tip side,stk,ln & fat,0"" fat,all grds,ckd,grld",1.68,0.2908,0.0484,0
7105,"bf,chuck,clod,top & cntr,steak,ln & fat,0"" fat,all grds,raw",1.41,0.2067,0.0588,0
7106,"beef,chck,clod,shldr top&cntr stks,ln & ft,0"",all grds,grld",1.82,0.263,0.0766,0
7107,"beef,chuck,clod,top blade,steak,ln & fat,0"" fat,all grds,raw",1.76,0.1899,0.1052,0
7108,"bf,chuck,clod,top blade,stk,ln & fat,0"" fat,all,ckd,grld",2.22,0.2493,0.1279,0
7109,"beef,rnd,knuckle,tip cntr,steak,ln & fat,0"" fat,all grds,raw",1.43,0.2093,0.0589,0
7110,"bf,rnd,knuckle,tip cntr,stk,ln & fat,0"" fat,all,ckd,grld",1.77,0.2712,0.0678,0
7111,"bf,rnd,outside rnd,bttm rnd,steak,ln & fat,0"" fat,all,raw",1.42,0.2159,0.0553,0
7112,"bf,rnd,out rnd,bttm rnd,stk,ln & fat,0"" fat,all grds,ck,grld",1.82,0.2752,0.071,0
7113,"bf,chk, clod,shldr tender,med,ln & fat,0"" fat,se,ckd,grilled",1.72,0.2645,0.0643,0
7114,"beef,chuck,shrt ribs,bnless,ln,0"" fat,choic,raw",1.75,0.1938,0.107,0.0029
7115,"beef,chuck,shrt ribs,bnless,ln,0"" fat,sel,raw",1.61,0.2014,0.0899,0
7116,"beef,chuck,shrt ribs,bnless,ln,0"" fat,all grds,raw",1.69,0.1968,0.1002,0.0005
7117,"beef,chuck eye country-style ribs,bnless,ln,0"" fat,choic,ckd",2.34,0.3095,0.1222,0
7118,"beef,chuck eye country-style ribs,bnless,ln,0"" fat,sel,ckd,b",2.21,0.321,0.1024,0
7119,"bf,chk eye cntry-stl ribs,bnls,ln,0"" fat,all grds, ckd, brsd",2.28,0.3141,0.1143,0
7120,"beef,chuck eye country-style ribs,bnless,ln,0"" fat,choic,raw",1.52,0.2087,0.0767,0
7121,"beef,chuck eye country-style ribs,bnless,ln,0"" fat,sel,raw",1.37,0.211,0.0589,0
7122,"beef,chk eye country-style ribs,bnls,ln,0"" fat,all grds, raw",1.46,0.2096,0.0695,0
7123,"beef,chuck eye steak,bnless,ln,0"" fat,choic,ckd,grilled",2.15,0.2797,0.1147,0
7124,"beef,chuck eye steak,bnless,ln,0"" fat,sel,ckd,grilled",1.99,0.2788,0.0977,0
7125,"beef,chuck eye steak,bnless,ln,0"" fat,all grds,ckd,grilled",2.09,0.2794,0.1079,0
7126,"beef,chuck eye steak,bnless,ln,0"" fat,choic,raw",1.6,0.2131,0.0829,0
7127,"beef,chuck eye steak,bnless,ln,0"" fat,sel,raw",1.43,0.2128,0.0647,0
7128,"beef,chuck eye steak,bnless,ln,0"" fat,all grds,raw",1.53,0.2129,0.0756,0
7129,"beef,shldr pot rst,bnless,ln,0"" fat,choic,ckd,brsd",2,0.3132,0.083,0
7130,"beef,shldr pot rst,bnless,ln,0"" fat,sel,ckd,brsd",1.9,0.3171,0.0702,0
7131,"beef,shldr pot rst,bnless,ln,0"" fat,all grds,ckd,brsd",1.96,0.3148,0.0778,0
7132,"beef,chuck,mock tender steak,bnless,ln,0"" fat,choic,ckd,brsd",1.97,0.3355,0.0694,0
7133,"beef,chuck,mock tender steak,bnless,ln,0"" fat,sel,ckd,brsd",1.81,0.3296,0.0544,0
7134,"beef,chk,mock tender stk,bnls,ln,0"" fat,all grds,ckd,brsd",1.9,0.3331,0.0634,0
7135,"beef,chuck,mock tender steak,bnless,ln,0"" fat,choic,raw",1.27,0.2136,0.046,0
7136,"beef,chuck,mock tender steak,bnless,ln,0"" fat,sel,raw",1.17,0.2122,0.0353,0
7137,"beef,chuck,mock tender steak,bnless,ln,0"" fat,all grds,raw",1.23,0.213,0.0417,0
7138,"beef,chuck for stew,ln & fat,all grds,ckd,brsd",1.91,0.3241,0.0682,0
7139,"beef,chuck for stew,ln & fat,sel,ckd,brsd",1.86,0.3229,0.0634,0
7140,"beef,chuck for stew,ln & fat,choic,ckd,brsd",1.94,0.3249,0.0714,0
7141,"beef,chuck for stew,ln & fat,all grds,raw",1.28,0.2175,0.0448,0.0016
7142,"beef,chuck for stew,ln & fat,sel,raw",1.24,0.219,0.0399,0.0021
7143,"beef,chuck for stew,ln & fat,choic,raw",1.3,0.2164,0.0481,0.0012
7144,"beef,chuck,under blade steak,bnless,ln,0"" fat,choic,ckd,brsd",2.22,0.3091,0.1091,0
7145,"beef,chuck,under blade steak,bnless,ln,0"" fat,sel,ckd,brsd",2.15,0.3201,0.0966,0
7146,"beef,chuck,und bl steak,bnls,ln,0"" fat,all grds,ckd,brsd",2.19,0.3135,0.1041,0
7147,"beef,chk,und bld, pot rst,bnl,ln & fat,0"" fat,all gr,ckd,br",2.91,0.267,0.2049,0
7148,"beef,rib eye stk,bnles,lip-on,ln,1/8"" fat,all grds,ckd,grld",2.07,0.2797,0.1057,0
7149,"beef,rib eye rst,bone-in,lip-on,ln,1/8"" fat,choic,ckd,rstd",2.4,0.2718,0.1455,0
7150,"beef,chk,und bl pot rst/stk,bnl,ln & ft,0"" ft, all gr, raw",1.96,0.1917,0.1326,0
7151,"beef,chk,und bl pot rst or stk,bnl,ln & fat,0"" fat, ch, raw",2.02,0.1915,0.1393,0
7152,"beef,chk,und bl pot rst/steak,bnl,ln & fat,0"" fat, sel, raw",1.87,0.192,0.1227,0
7153,"beef,chk,und bl cntr stk,bnl,den cut,ln & fat, all gr, ckd",2.27,0.2618,0.1354,0.0021
7154,"beef,chk,und ble cntr stk,bnl,den ct,ln&ft, 0"" ft,ch,ckd,gld",2.36,0.261,0.1441,0.004
7155,"beef,chk,undbl cntr stk,bnl,den ct,ln&fat, 0"" ft,sel,ckd,gld",2.15,0.263,0.1225,0
7156,"beef,chk,und bl cntr stk,bnl,den cut,ln & ft,0""ft,all gr, rw",1.82,0.1899,0.1164,0.0036
7157,"beef,chk,undble cntr stk,bnl,denr cut,ln & fat,0""fat, ch, rw",1.89,0.1885,0.124,0.0053
7158,"beef,chk,und ble cntr stk,bnl,den cut,ln & ft,0""ft, sel,rw",1.72,0.192,0.105,0.0009
7159,"beef,shldr pot rst or steak,bnless,ln & fat,0"" fat,choic,raw",1.33,0.2117,0.0533,0.0007
7160,"beef,shldr pot rst or steak,bnless,ln & fat,0"" fat,sel,raw",1.27,0.2172,0.0444,0
7161,"beef,chk eye rst,bnls,a bf rst,ln & fat,0"",all grd,ckd,rstd",2.36,0.2463,0.1529,0
7162,"beef,chk eye rst,bnls,a bf rst,ln & fat,0"",ch,ckd,rstd",2.41,0.2447,0.1587,0
7163,"beef,chck eye rst,bnls,a bf rst,ln & fat,0"",sel,c,rstd",2.29,0.2486,0.1441,0
7164,"beef,chuck,under blade steak,bnless,ln & fat,0"" fat,all grds",2.75,0.2823,0.18,0
7165,"beef,chuck,under blade steak,bnless,ln & fat,0"" fat,choic,ck",2.84,0.276,0.193,0
7166,"beef,chuck,under blade steak,bnless,ln & fat,0"" fat,sel,ckd,",2.61,0.2918,0.1605,0
7167,"beef,chk,mock tndr stk,bnl,ln & fat,0"" fat,all grds, ckd",2.2,0.3207,0.1018,0
7168,"beef,chuck,mock tender steak,bnless,ln & fat,0"" fat,choic,ck",2.25,0.3221,0.1074,0
7169,"beef,chuck,mock tender steak,bnless,ln & fat,0"" fat,sel,ckd,",2.11,0.3186,0.0934,0
7170,"beef,chk,mock ten stk,bnl,ln & fat,0"" fat,all grds, ckd",1.28,0.2113,0.0479,0
7171,"beef,chk,mock tender steak,bnless,ln & fat,0"" fat,choic,raw",1.31,0.2119,0.0518,0
7172,"beef,chuck,mock tender steak,bnless,ln & fat,0"" fat,sel,raw",1.22,0.2105,0.042,0
7173,"beef,chuck,shrt ribs,bnless,ln & fat,0"" fat,all grds,ckd,brs",3.05,0.2548,0.2258,0
7174,"beef,chuck,shrt ribs,bnless,ln & fat,0"" fat,choic,ckd,brsd",3.17,0.2526,0.2405,0
7175,"beef,chuck,shrt ribs,bnless,ln & fat,0"" fat,sel,ckd,brsd",2.87,0.2581,0.2038,0
7176,"beef,chuck,shrt ribs,bnless,ln & fat,0"" fat,all grds,raw",2.35,0.1748,0.1833,0
7177,"beef,chuck,shrt ribs,bnless,ln & fat,0"" fat,choic,raw",2.4,0.1722,0.1903,0
7178,"beef,chuck,shrt ribs,bnless,ln & fat,0"" fat,sel,raw",2.27,0.1787,0.1728,0
7179,"beef,shldr pot rst,bnless,ln & fat,0"" fat,all grds,ckd,brsd",2.04,0.3103,0.0892,0
7180,"beef,shldr pot rst,bnless,ln & fat,0"" fat,choic,ckd,brsd",2.07,0.3093,0.0925,0
7181,"beef,shldr pot rst,bnless,ln & fat,0"" fat,sel,ckd,brsd",2,0.3118,0.0841,0
7182,"beef,chk eye ctry-style ribs,bnl,ln & fat,0"" fat,all gr, ckd",2.96,0.2769,0.2055,0
7183,"beef,chk eye cntry-styl ribs,bnl,ln & fat,0"" fat,choice, ckd",3.03,0.2716,0.2156,0
7184,"beef,chk eye cntry-style ribs,bnl,ln & fat,0"" fat,sel, ckd",2.85,0.2847,0.1903,0
7185,"beef,chk eye cntry-style ribs,bnl,ln & fat,0"" fat,all gr,raw",2.05,0.1897,0.1432,0
7186,"beef,chk eye cntry-style ribs,bnl,ln & fat,0"" fat,choice,raw",2.1,0.1887,0.1499,0
7187,"beef,chk eye cntry-style ribs,bnl,ln & fat,0"" fat,sel,raw",1.96,0.191,0.1333,0
7188,"beef,chuck eye steak,bnless,ln & fat,0"" fat,all grds,ckd,gr",2.77,0.2498,0.1964,0
7189,"beef,chk eye steak,bnless,ln & fat,0"" fat,choic,ckd,grilled",2.83,0.2495,0.2035,0
7190,"beef,chuck eye steak,bnless,ln & fat,0"" fat,sel,ckd,grilled",2.67,0.2503,0.1857,0
7191,"beef,chuck eye steak,bnless,ln & fat,0"" fat,all grds,raw",2.23,0.1886,0.1635,0
7192,"beef,chuck eye steak,bnless,ln & fat,0"" fat,choic,raw",2.27,0.1886,0.1685,0
7193,"beef,rib eye rst,bne-in,lip-on,ln,1/8"" ft,all grds,ckd,rstd",2.31,0.2712,0.1364,0
7194,"beef,rib eye rst,bone-in,lip-on,ln,1/8"" fat,sel,ckd,rstd",2.19,0.2703,0.1229,0
7195,"beef,rib eye steak,bnles,lip-on,ln,1/8"" fat,choic,ckd,grild",2.17,0.273,0.1197,0
7196,"beef,rib eye steak,bnless,lip-on,ln,1/8"" fat,sel,ckd,grilled",1.92,0.2898,0.0848,0
7197,"beef,rib eye stk/rst,bone-in,lip-on,ln,1/8"" fat,all grds,raw",1.66,0.2122,0.0904,0
7198,"beef,rib eye steak/rst,bone-in,lip-on,ln,1/8"" fat,choic,raw",1.73,0.2093,0.0997,0
7199,"beef,rib eye steak/roast,bone-in,lip-on,ln,1/8"" fat,sel,raw",1.55,0.2165,0.0764,0
7200,"beef,rib eye stk/rst,bnless,lip-on,ln,1/8"" fat,all grds,raw",1.56,0.2199,0.0754,0
7201,"beef,rib eye steak/roast,bnless,lip-on,ln,1/8"" fat,choic,raw",1.61,0.2162,0.0829,0
7202,"beef,rib eye steak/roast,bnless,lip-on,ln,1/8"" fat,sel,raw",1.48,0.2255,0.0641,0
7203,"beef,rib eye stk,bne-in,lip-on,ln,1/8"" fat,all grds,ckd,grld",2.21,0.274,0.1243,0
7204,"beef,rib eye steak,bone-in,lip-on,ln,1/8"" fat,choic,ckd,grld",2.29,0.2703,0.1344,0
7205,"beef,rib eye steak,bone-in,lip-on,ln,1/8"" fat,sel,ckd,grild",2.1,0.2796,0.1091,0
7206,"beef,rib eye rst,bnless,lip-on,ln,1/8"" fat,all grds,ckd,rstd",2.18,0.2821,0.1168,0
7207,"beef,rib eye rst,bnless,lip-on,ln,1/8"" fat,choic,ckd,rstd",2.29,0.2787,0.1301,0
7208,"beef,rib eye rst,bnless,lip-on,ln,1/8"" fat,sel,ckd,rstd",2.02,0.2872,0.0968,0
7209,"beef,plate stk,bnle,insde skrt,ln,0"" fat,all grds,ckd,grld",2.34,0.2999,0.1269,0
7210,"beef,plate steak,bnless,inside skirt,ln,0"" fat,all grds,raw",1.64,0.2117,0.0882,0
7211,"beef,plate stk,bnles,inside skirt,ln,0"" fat,choic,ckd,grld",2.42,0.2956,0.1372,0
7212,"beef,plate steak,bnless,inside skirt,ln,0"" fat,choic,raw",1.71,0.2089,0.0976,0
7213,"beef,plate steak,bnless,inside skirt,ln,0"" fat,sel,ckd,grild",2.23,0.3064,0.1116,0
7214,"beef,plate steak,bnless,inside skirt,ln,0"" fat,sel,raw",1.53,0.2161,0.0741,0
7215,"beef,plate stk,bnles,otsde skirt,ln,0"" fat,all grds,ckd,grld",2.82,0.2768,0.1901,0
7216,"beef,plate steak,bnless,outside skirt,ln,0"" fat,all grds,raw",2.06,0.1874,0.1453,0.0019
7217,"beef,plate steak,bnls,outside skirt,ln,0"" fat,choic,ckd,grld",2.91,0.2703,0.2028,0
7218,"beef,plate steak,bnless,outside skirt,ln,0"" fat,choic,raw",2.12,0.1847,0.1526,0.0017
7219,"beef,plate steak,bnless,outside skirt,ln,0"" fat,sel,ckd,grld",2.68,0.2865,0.171,0
7220,"beef,plate steak,bnless,outside skirt,ln,0"" fat,sel,raw",1.98,0.1914,0.1344,0.0023
7221,"beef,rib eye steak,bnless,lip off,ln,0"" fat,all grds,ckd,gri",2.06,0.2811,0.1037,0
7222,"beef,rib eye steak,bnless,lip off,ln,0"" fat,all grds,raw",1.54,0.2185,0.0741,0
7223,"beef,rib eye steak,bnless,lip off,ln,0"" fat,choic,ckd,grille",2.15,0.2739,0.1175,0
7224,"beef,rib eye steak,bnless,lip off,ln,0"" fat,choic,raw",1.62,0.2144,0.085,0
7225,"beef,rib eye steak,bnless,lip off,ln,0"" fat,sel,ckd,grilled",1.91,0.2918,0.0831,0
7226,"beef,rib eye steak,bnless,lip off,ln,0"" fat,sel,raw",1.42,0.2246,0.0578,0
7227,"beef,rib,back ribs,bone-in,ln,0"" fat,all grds,ckd,brsd",2.99,0.2836,0.2057,0
7228,"beef,rib,back ribs,bone-in,ln,0"" fat,all grds,raw",2.39,0.1911,0.1791,0.0046
7229,"beef,rib,back ribs,bone-in,ln,0"" fat,choic,ckd,brsd",3.06,0.2775,0.2172,0
7230,"beef,rib,back ribs,bone-in,ln,0"" fat,choic,raw",2.52,0.1872,0.1936,0.0064
7231,"beef,rib,back ribs,bone-in,ln,0"" fat,sel,ckd,brsd",2.87,0.2928,0.1884,0
7232,"beef,rib,back ribs,bone-in,ln,0"" fat,sel,raw",2.21,0.1971,0.1573,0.002
7233,"beef,rib eye stk,bne-in,lip-on,ln & ft,1/8"" fat,choc,ckd,grl",3.13,0.2271,0.247,0
7234,"beef,rib eye stk,bne-in,lip-on,ln & ft,1/8"" fat,sel,ckd,grld",3.04,0.2319,0.2347,0
7235,"beef,rib eye stk,bn-in,lip-on,ln & ft,1/8"" ft,al gds,ckd,grl",3.09,0.229,0.242,0
7236,"beef,rib eye rst,bne-in,lip-on,ln & fat,1/8"" ft,chc,ckd,rst",3.07,0.2353,0.2361,0
7237,"beef,rib eye rst,bne-in,lip-on,ln & fat,1/8"" fat,sel,ckd,rst",2.9,0.2336,0.2185,0
7238,"beef,rib eye rst,bne-in,lp-on,ln & ft,1/8"" ft,al grd,ckd,rst",3,0.2347,0.2291,0
7239,"beef,rib eye stk/rst,bne-in,ip-on,ln & ft,1/8"" ft,al grds,rw",2.55,0.1813,0.2031,0
7240,"beef,rib eye stk/rst,bne-in,lip-on,ln & fat,1/8"" fat,chc,raw",2.6,0.1792,0.2096,0
7241,"beef,rib eye stk/rst,bone-in,lip-on,ln & fat,1/8"" fat,sel,rw",2.48,0.1844,0.1934,0
7242,"beef,rib eye steak,bnls,lip-on,ln & fat,1/8"" fat,chc,ckd,grd",3.03,0.2292,0.2352,0
7243,"beef,rib eye stk,bnls,lip-on,ln & fat,1/8"" fat,sel,ckd,gild",2.73,0.2483,0.1925,0
7244,"beef,rib eye stk,bnls,lip-on,ln & ft,1/8"" ft,al grd,ckd,grld",2.91,0.2369,0.2181,0
7245,"beef,rib eye rst,bnls,lp-on,ln & ft,1/8"" ft,all grd,ckd,rstd",2.92,0.243,0.2166,0
7246,"beef,rib eye rst,bnles,lip-on,ln & fat,1/8"" fat,chc,ckd,rstd",3.03,0.2392,0.2298,0
7247,"beef,rib eye rst,bnles,lip-on,ln & fat,1/8"" fat,sel,ckd,rstd",2.77,0.2485,0.1968,0
7248,"beef,rib eye stk/rst,bnls,lip-on,ln & fat,1/8"" fat,al grd,rw",2.44,0.1885,0.1873,0
7249,"beef,rib eye steak/rost,bnls,lip-on,ln & fat,1/8"" fat,chc,rw",2.53,0.1839,0.1995,0
7250,"beef,rib eye steak/rost,bnls,lip-on,ln & fat,1/8"" fat,sel,rw",2.3,0.1955,0.169,0
7251,"beef,plte stk,bnls,insd skrt,ln & fat,0"" fat,all grd,ckd,grl",2.45,0.2936,0.142,0
7252,"beef,plate stk,bnlss,insde skrt,ln & fat,0"" fat,chc,ckd,grld",2.53,0.289,0.153,0
7253,"beef,plate stk,bnles,insde skrt,ln & fat,0"" fat,sel,ckd,grld",2.33,0.3006,0.1254,0
7254,"beef,plate stek,bnls,insde skrt,ln & fat,0"" fat,all grds,rw",1.87,0.2038,0.1171,0
7255,"beef,plate steak,bnless,inside skirt,ln & fat,0"" fat,choc,rw",1.95,0.2006,0.1278,0
7256,"beef,plate steak,bnless,inside skirt,ln & fat,0"" fat,sel,raw",1.74,0.2087,0.1011,0
7257,"beef,ground,unspec fat content,ckd",2.34,0.2507,0.1453,0.0062
7258,"beef,plte stk,bnls,outsd skrt,ln & fat,0"" ft,al grd,ckd,grld",2.92,0.2706,0.2047,0
